He     2 5304500 267.2323 245 134 1 0 0 
He     2 5304500 350.2203 256 145 1 0 0 
He     2 5304500 106.5663 267 156 1 0 0 
He     2 5304500 430.2167 278 167 1 0 0 
He     2 5304500 155.8407 289 178 1 0 0 
He     2 5304500 336.6428 290 189 1 0 0 
He     2 5304500 287.1748 1 190 1 0 0 
He     2 5304500 511.149 2 201 1 0 0 
He     2 5304500 94.25018 3 212 1 0 0 
He     2 5304500 441.9483 4 223 1 0 0 
He     2 5304500 242.3109 5 234 1 0 0 
He     2 5304500 13.81596 6 245 1 0 0 
He     2 5304500 38.16377 7 256 1 0 0 
He     2 5304500 318.09 8 267 1 0 0 
He     2 5304500 400.1778 9 278 1 0 0 
He     2 5304500 142.6707 10 289 1 0 0 
He     2 5304500 348.2846 11 290 1 0 0 
He     2 5304500 22.02095 12 101 1 0 0 
He     2 5304500 513.9785 13 112 1 0 0 
He     2 5304500 347.1662 14 123 1 0 0 
He     2 5304500 170.3159 15 134 1 0 0 
He     2 5304500 15.69437 16 145 1 0 0 
He     2 5304500 201.9161 17 156 1 0 0 
He     2 5304500 481.7558 18 167 1 0 0 
He     2 5304500 134.9607 19 178 1 0 0 
He     2 5304500 86.06335 20 189 1 0 0 
He     2 5304500 27.19383 1 190 1 0 0 
He     2 5304500 265.8925 2 201 1 0 0 
He     2 5304500 197.9221 3 212 1 0 0 
He     2 5304500 425.081 4 223 1 0 0 
He     2 5304500 418.0148 5 234 1 0 0 
He     2 5304500 364.0294 6 245 1 0 0 
He     2 5304500 179.9034 7 256 1 0 0 
He     2 5304500 9.700466 8 267 1 0 0 
He     2 5304500 47.58205 9 101 1 0 0 
He     2 5304500 225.6197 10 112 1 0 0 
He     2 5304500 306.6075 11 123 1 0 0 
He     2 5304500 381.8749 12 134 1 0 0 
He     2 5304500 154.0988 13 145 1 0 0 
He     2 5304500 245.1165 14 156 1 0 0 
He     2 5304500 128.7376 15 167 1 0 0 
He     2 5304500 248.5573 16 178 1 0 0 
He     2 5304500 220.7681 17 189 1 0 0 
He     2 5304500 141.9729 18 190 1 0 0 
He     2 5304500 141.9969 19 201 1 0 0 
He     2 5304500 341.701 20 212 1 0 0 
He     2 5304500 135.7932 21 223 1 0 0 
He     2 5304500 40.642 22 234 1 0 0
